ScientificName	AphiaID	Match type	LSID	TSN	ScientificName	Authority	Qualitystatus	Taxon status	AphiaID_accepted	ScientificName_accepted	Authority_accepted	Kingdom	Phylum	Class	Order	Family	Genus	Subgenus	Species	Subspecies	isMarine	isBrackish	isFresh	isTerrestrial	Citation
Derbesia tenuissima	144464	exact	urn:lsid:marinespecies.org:taxname:144464	6889	Derbesia tenuissima	(Moris & De Notaris) P.Crouan & H.Crouan, 1867	Checked by Taxonomic Editor	accepted	144464	Derbesia tenuissima	(Moris & De Notaris) P.Crouan & H.Crouan, 1867	Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Derbesiaceae	Derbesia		tenuissima		1				Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Derbesia tenuissima (Moris & De Notaris) P.Crouan & H.Crouan, 1867. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144464 on 2022-10-01
Diphyes dispar	135420	exact	urn:lsid:marinespecies.org:taxname:135420	51307	Diphyes dispar	Chamisso & Eysenhardt, 1821	Checked by Taxonomic Editor	accepted	135420	Diphyes dispar	Chamisso & Eysenhardt, 1821	Animalia	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	Diphyes		dispar		1	0	0	0	Schuchert, P. (2022). World Hydrozoa Database. Diphyes dispar Chamisso & Eysenhardt, 1821. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=135420 on 2022-10-01
Globigerinella siphonifera	113440	exact	urn:lsid:marinespecies.org:taxname:113440		Globigerinella siphonifera	(d'Orbigny, 1839)	Checked by Taxonomic Editor	accepted	113440	Globigerinella siphonifera	(d'Orbigny, 1839)	Chromista	Foraminifera	Globothalamea	Rotaliida	Globigerinidae	Globigerinella		siphonifera		1				Hayward, B.W.; Le Coze, F.; Vachard, D.; Gross, O. (2022). World Foraminifera Database. Globigerinella siphonifera (d'Orbigny, 1839). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=113440 on 2022-10-01
Euchirella rostrata	104303	exact	urn:lsid:marinespecies.org:taxname:104303	85459	Euchirella rostrata	(Claus, 1866)	Checked by Taxonomic Editor	accepted	104303	Euchirella rostrata	(Claus, 1866)	Animalia	Arthropoda	Copepoda	Calanoida	Aetideidae	Euchirella		rostrata		1	0	0	0	Walter, T.C.; Boxshall, G. (2022). World of Copepods Database. Euchirella rostrata (Claus, 1866). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104303 on 2022-10-01
Leptochiton cancellatus	140201	exact	urn:lsid:marinespecies.org:taxname:140201	205344	Leptochiton cancellatus	(G. B. Sowerby II, 1840)	Checked by Taxonomic Editor	accepted	140201	Leptochiton cancellatus	(G. B. Sowerby II, 1840)	Animalia	Mollusca	Polyplacophora	Lepidopleurida	Leptochitonidae	Leptochiton		cancellatus		1				MolluscaBase eds. (2022). MolluscaBase. Leptochiton cancellatus (G. B. Sowerby II, 1840). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=140201 on 2022-10-01
Rhizosolenia delicatula	149114	exact	urn:lsid:marinespecies.org:taxname:149114	2891	Rhizosolenia delicatula	Cleve, 1900	Edited by Database Management Team	unassessed	149114	Rhizosolenia delicatula	Cleve, 1900	Chromista	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Rhizosolenia		delicatula		1				Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2022). DiatomBase. Rhizosolenia delicatula Cleve, 1900. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=149114 on 2022-10-01
Jassa marmorata	102433	exact	urn:lsid:marinespecies.org:taxname:102433	94172	Jassa marmorata	Holmes, 1905	Checked by Taxonomic Editor	accepted	102433	Jassa marmorata	Holmes, 1905	Animalia	Arthropoda	Malacostraca	Amphipoda	Ischyroceridae	Jassa		marmorata		1	0	0	0	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Jassa marmorata Holmes, 1905. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102433 on 2022-10-01
Microprotopus maculatus	102380	exact	urn:lsid:marinespecies.org:taxname:102380	94124	Microprotopus maculatus	Norman, 1867	Checked by Taxonomic Editor	accepted	102380	Microprotopus maculatus	Norman, 1867	Animalia	Arthropoda	Malacostraca	Amphipoda	Microprotopidae	Microprotopus		maculatus		1	0	0	0	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Microprotopus maculatus Norman, 1867. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102380 on 2022-10-01
Globoconella inflata	1026410	exact	urn:lsid:marinespecies.org:taxname:1026410		Globoconella inflata	(d'Orbigny, 1839)	Checked by Taxonomic Editor	accepted	1026410	Globoconella inflata	(d'Orbigny, 1839)	Chromista	Foraminifera	Globothalamea	Rotaliida	Globorotaliidae	Globoconella		inflata		1				Hayward, B.W.; Le Coze, F.; Vachard, D.; Gross, O. (2022). World Foraminifera Database. Globoconella inflata (d'Orbigny, 1839). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1026410 on 2022-10-01
Centropages violaceus	104500	exact	urn:lsid:marinespecies.org:taxname:104500	85768	Centropages violaceus	(Claus, 1863)	Checked by Taxonomic Editor	accepted	104500	Centropages violaceus	(Claus, 1863)	Animalia	Arthropoda	Copepoda	Calanoida	Centropagidae	Centropages		violaceus		1	0	0	0	Walter, T.C.; Boxshall, G. (2022). World of Copepods Database. Centropages violaceus (Claus, 1863). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104500 on 2022-10-01
Rhincalanus cornutus	104542	exact	urn:lsid:marinespecies.org:taxname:104542	85317	Rhincalanus cornutus	(Dana, 1849)	Checked by Taxonomic Editor	alternate representation	1488083	Rhincalanus cornutus cornutus	(Dana, 1849)	Animalia	Arthropoda	Copepoda	Calanoida	Rhincalanidae	Rhincalanus		cornutus		1	0	0	0	Walter, T.C.; Boxshall, G. (2022). World of Copepods Database. Rhincalanus cornutus (Dana, 1849). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104542 on 2022-10-01
Temora stylifera	104879	exact	urn:lsid:marinespecies.org:taxname:104879	85875	Temora stylifera	(Dana, 1849)	Checked by Taxonomic Editor	accepted	104879	Temora stylifera	(Dana, 1849)	Animalia	Arthropoda	Copepoda	Calanoida	Temoridae	Temora		stylifera		1	0	0	0	Walter, T.C.; Boxshall, G. (2022). World of Copepods Database. Temora stylifera (Dana, 1849). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104879 on 2022-10-01
Zoothamnium pelagicum	196832	exact	urn:lsid:marinespecies.org:taxname:196832		Zoothamnium pelagicum	Du Plessis, 1891	Checked by Taxonomic Editor	accepted	196832	Zoothamnium pelagicum	Du Plessis, 1891	Chromista	Ciliophora	Oligohymenophorea	Sessilida	Zoothamniidae	Zoothamnium		pelagicum		1	0	0	0	Xu, K.; Agatha, S. & Dolan, J. (2022). World Ciliophora Database. Zoothamnium pelagicum Du Plessis, 1891. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=196832 on 2022-10-01
Dinophysis fortii	109624	exact	urn:lsid:marinespecies.org:taxname:109624	9947	Dinophysis fortii	Pavillard, 1924	Checked by Taxonomic Editor	accepted	109624	Dinophysis fortii	Pavillard, 1924	Chromista	Myzozoa	Dinophyceae	Dinophysiales	Dinophysaceae	Dinophysis		fortii		1		0	0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis fortii Pavillard, 1924. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=109624 on 2022-10-01
Sphaerosyllis pirifera	131392	exact	urn:lsid:marinespecies.org:taxname:131392	65741	Sphaerosyllis pirifera	Claparède, 1868	Checked by Taxonomic Editor	accepted	131392	Sphaerosyllis pirifera	Claparède, 1868	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Sphaerosyllis		pirifera		1	0	0	0	Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Sphaerosyllis pirifera Claparède, 1868. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=131392 on 2022-10-01
Skeletonema costatum	149074	exact	urn:lsid:marinespecies.org:taxname:149074	2402	Skeletonema costatum	(Greville) Cleve, 1873	Edited by Database Management Team	accepted	149074	Skeletonema costatum	(Greville) Cleve, 1873	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema		costatum		1			0	Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2022). DiatomBase. Skeletonema costatum (Greville) Cleve, 1873. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=149074 on 2022-10-01
Holosticha diademata	417289	exact	urn:lsid:marinespecies.org:taxname:417289		Holosticha diademata	(Rees, 1884) Kahl, 1932	Checked by Taxonomic Editor	accepted	417289	Holosticha diademata	(Rees, 1884) Kahl, 1932	Chromista	Ciliophora	Spirotrichea		Holostichidae	Holosticha		diademata		1	0	0	0	Xu, K.; Agatha, S. & Dolan, J. (2022). World Ciliophora Database. Holosticha diademata (Rees, 1884) Kahl, 1932. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=417289 on 2022-10-01
Microdeutopus versiculatus	102053	exact	urn:lsid:marinespecies.org:taxname:102053	206412	Microdeutopus versiculatus	(Spence Bate, 1857)	Checked by Taxonomic Editor	accepted	102053	Microdeutopus versiculatus	(Spence Bate, 1857)	Animalia	Arthropoda	Malacostraca	Amphipoda	Aoridae	Microdeutopus		versiculatus		1	0	0	0	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Microdeutopus versiculatus (Spence Bate, 1857). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102053 on 2022-10-01
Agalma elegans	135484	exact	urn:lsid:marinespecies.org:taxname:135484	51383	Agalma elegans	(Sars, 1846)	Checked by Taxonomic Editor	accepted	135484	Agalma elegans	(Sars, 1846)	Animalia	Cnidaria	Hydrozoa	Siphonophorae	Agalmatidae	Agalma		elegans		1	0	0	0	Schuchert, P. (2022). World Hydrozoa Database. Agalma elegans (Sars, 1846). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=135484 on 2022-10-01
Lekanesphaera hookeri	118953	exact	urn:lsid:marinespecies.org:taxname:118953	545128	Lekanesphaera hookeri	(Leach, 1814)	Checked by Taxonomic Editor	accepted	118953	Lekanesphaera hookeri	(Leach, 1814)	Animalia	Arthropoda	Malacostraca	Isopoda	Sphaeromatidae	Lekanesphaera		hookeri		1	1	0	0	Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2008 onwards). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Lekanesphaera hookeri (Leach, 1814). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=118953 on 2022-10-01
Nepinnotheres pinnotheres	107469	exact	urn:lsid:marinespecies.org:taxname:107469		Nepinnotheres pinnotheres	(Linnaeus, 1758)	Checked by Taxonomic Editor	accepted	107469	Nepinnotheres pinnotheres	(Linnaeus, 1758)	Animalia	Arthropoda	Malacostraca	Decapoda	Pinnotheridae	Nepinnotheres		pinnotheres		1	0	1	0	WoRMS (2022). Nepinnotheres pinnotheres (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=107469 on 2022-10-01
Ectocarpus siliculosus	145410	exact	urn:lsid:marinespecies.org:taxname:145410	10703	Ectocarpus siliculosus	(Dillwyn) Lyngbye, 1819	Checked by Taxonomic Editor	accepted	145410	Ectocarpus siliculosus	(Dillwyn) Lyngbye, 1819	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Ectocarpaceae	Ectocarpus		siliculosus		1	1	1		Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ectocarpus siliculosus (Dillwyn) Lyngbye, 1819. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145410 on 2022-10-01
Globigerinita glutinata	113464	exact	urn:lsid:marinespecies.org:taxname:113464	45821	Globigerinita glutinata	(Egger, 1893)	Checked by Taxonomic Editor	accepted	113464	Globigerinita glutinata	(Egger, 1893)	Chromista	Foraminifera	Globothalamea	Rotaliida	Globigerinitidae	Globigerinita		glutinata		1				Hayward, B.W.; Le Coze, F.; Vachard, D.; Gross, O. (2022). World Foraminifera Database. Globigerinita glutinata (Egger, 1893). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=113464 on 2022-10-01
Herentia hyndmanni	146821	exact	urn:lsid:marinespecies.org:taxname:146821		Herentia hyndmanni	(Johnston, 1847)	Checked by Taxonomic Editor	accepted	146821	Herentia hyndmanni	(Johnston, 1847)	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Escharinidae	Herentia		hyndmanni		1	0	0	0	Bock, P. (2022). World List of Bryozoa. Herentia hyndmanni (Johnston, 1847). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=146821 on 2022-10-01
Sirpus zariquieyi	107280	exact	urn:lsid:marinespecies.org:taxname:107280		Sirpus zariquieyi	Gordon, 1953	Checked by Taxonomic Editor	accepted	107280	Sirpus zariquieyi	Gordon, 1953	Animalia	Arthropoda	Malacostraca	Decapoda	Carcinidae	Sirpus		zariquieyi		1	0	0	0	WoRMS (2022). Sirpus zariquieyi Gordon, 1953. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=107280 on 2022-10-01
Processa macrophthalma	107687	exact	urn:lsid:marinespecies.org:taxname:107687		Processa macrophthalma	Nouvel & Holthuis, 1957	Checked by Taxonomic Editor	accepted	107687	Processa macrophthalma	Nouvel & Holthuis, 1957	Animalia	Arthropoda	Malacostraca	Decapoda	Processidae	Processa		macrophthalma		1	0	0	0	WoRMS (2022). Processa macrophthalma Nouvel & Holthuis, 1957. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=107687 on 2022-10-01
Pleuromamma gracilis gracilis	1436445	exact	urn:lsid:marinespecies.org:taxname:1436445		Pleuromamma gracilis gracilis	Claus, 1863	Checked by Taxonomic Editor	accepted	1436445	Pleuromamma gracilis gracilis	Claus, 1863	Animalia	Arthropoda	Copepoda	Calanoida	Metridinidae	Pleuromamma		gracilis	gracilis	1	0	0	0	Walter, T.C.; Boxshall, G. (2022). World of Copepods Database. Pleuromamma gracilis gracilis Claus, 1863. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1436445 on 2022-10-01
Perrierella audouiniana	102710	exact	urn:lsid:marinespecies.org:taxname:102710		Perrierella audouiniana	(Spence Bate, 1857)	Checked by Taxonomic Editor	accepted	102710	Perrierella audouiniana	(Spence Bate, 1857)	Animalia	Arthropoda	Malacostraca	Amphipoda	Aristiidae	Perrierella		audouiniana		1	0	0	0	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Perrierella audouiniana (Spence Bate, 1857). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102710 on 2022-10-01
Siriella clausii	226375	exact	urn:lsid:marinespecies.org:taxname:226375	90216	Siriella clausii	G.O. Sars, 1877	Checked by Taxonomic Editor	accepted	226375	Siriella clausii	G.O. Sars, 1877	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Siriella		clausii		1		0	0	Mees, J.; Meland, K. (Eds) (2012 onwards). World List of Lophogastrida, Stygiomysida and Mysida. Siriella clausii G.O. Sars, 1877. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=226375 on 2022-10-01
Lumbrineriopsis paradoxa	130235	exact	urn:lsid:marinespecies.org:taxname:130235	66412	Lumbrineriopsis paradoxa	(Saint-Joseph, 1888)	Checked by Taxonomic Editor	accepted	130235	Lumbrineriopsis paradoxa	(Saint-Joseph, 1888)	Animalia	Annelida	Polychaeta	Eunicida	Lumbrineridae	Lumbrineriopsis		paradoxa		1	0	0	0	Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Lumbrineriopsis paradoxa (Saint-Joseph, 1888). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=130235 on 2022-10-01
Abludomelita gladiosa	102787	exact	urn:lsid:marinespecies.org:taxname:102787	206458	Abludomelita gladiosa	(Spence Bate, 1862)	Checked by Taxonomic Editor	accepted	102787	Abludomelita gladiosa	(Spence Bate, 1862)	Animalia	Arthropoda	Malacostraca	Amphipoda	Melitidae	Abludomelita		gladiosa		1				Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Abludomelita gladiosa (Spence Bate, 1862). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102787 on 2022-10-01
Chaetoceros danicus	149120	exact	urn:lsid:marinespecies.org:taxname:149120	2789	Chaetoceros danicus	Cleve, 1889	Edited by Database Management Team	unassessed	149120	Chaetoceros danicus	Cleve, 1889	Chromista	Ochrophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		danicus		1			0	Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2022). DiatomBase. Chaetoceros danicus Cleve, 1889. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=149120 on 2022-10-01
Prorocentrum mexicanum	231885	exact	urn:lsid:marinespecies.org:taxname:231885	331231	Prorocentrum mexicanum	Osorio-Tafall, 1942	Checked by Taxonomic Editor	accepted	231885	Prorocentrum mexicanum	Osorio-Tafall, 1942	Chromista	Myzozoa	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum		mexicanum		1		0	0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Prorocentrum mexicanum Osorio-Tafall, 1942. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=231885 on 2022-10-01
Paracyathus pulchellus	135163	exact	urn:lsid:marinespecies.org:taxname:135163	53562	Paracyathus pulchellus	(Philippi, 1842)	Checked by Taxonomic Editor	accepted	135163	Paracyathus pulchellus	(Philippi, 1842)	Animalia	Cnidaria	Anthozoa	Scleractinia	Caryophylliidae	Paracyathus		pulchellus		1		0	0	Hoeksema, B. W.; Cairns, S. (2022). World List of Scleractinia. Paracyathus pulchellus (Philippi, 1842). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=135163 on 2022-10-01
Stenothoe gallensis	103163	exact	urn:lsid:marinespecies.org:taxname:103163	94935	Stenothoe gallensis	Walker, 1904	Checked by Taxonomic Editor	accepted	103163	Stenothoe gallensis	Walker, 1904	Animalia	Arthropoda	Malacostraca	Amphipoda	Stenothoidae	Stenothoe		gallensis		1	0	0	0	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Stenothoe gallensis Walker, 1904. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103163 on 2022-10-01
Odontella aurita	149050	exact	urn:lsid:marinespecies.org:taxname:149050	610098	Odontella aurita	(Lyngbye) C.Agardh, 1832	Edited by Database Management Team	accepted	149050	Odontella aurita	(Lyngbye) C.Agardh, 1832	Chromista	Ochrophyta	Bacillariophyceae	Triceratiales	Triceratiaceae	Odontella		aurita		1			0	Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2022). DiatomBase. Odontella aurita (Lyngbye) C.Agardh, 1832. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=149050 on 2022-10-01
Myosotella myosotis	139673	exact	urn:lsid:marinespecies.org:taxname:139673	567926	Myosotella myosotis	(Draparnaud, 1801)	Checked by Taxonomic Editor	accepted	139673	Myosotella myosotis	(Draparnaud, 1801)	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobiidae	Myosotella		myosotis		1	0	0	0	MolluscaBase eds. (2022). MolluscaBase. Myosotella myosotis (Draparnaud, 1801). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=139673 on 2022-10-01
Candacia bipinnata	104475	exact	urn:lsid:marinespecies.org:taxname:104475	86021	Candacia bipinnata	(Giesbrecht, 1889)	Checked by Taxonomic Editor	accepted	104475	Candacia bipinnata	(Giesbrecht, 1889)	Animalia	Arthropoda	Copepoda	Calanoida	Candaciidae	Candacia		bipinnata		1	0	0	0	Walter, T.C.; Boxshall, G. (2022). World of Copepods Database. Candacia bipinnata (Giesbrecht, 1889). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104475 on 2022-10-01
Clausocalanus furcatus	104503	exact	urn:lsid:marinespecies.org:taxname:104503	85355	Clausocalanus furcatus	(Brady, 1883)	Checked by Taxonomic Editor	accepted	104503	Clausocalanus furcatus	(Brady, 1883)	Animalia	Arthropoda	Copepoda	Calanoida	Clausocalanidae	Clausocalanus		furcatus		1	0	0	0	Walter, T.C.; Boxshall, G. (2022). World of Copepods Database. Clausocalanus furcatus (Brady, 1883). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104503 on 2022-10-01
Oithona nana	106651	exact	urn:lsid:marinespecies.org:taxname:106651	88813	Oithona nana	Giesbrecht, 1893	Checked by Taxonomic Editor	accepted	106651	Oithona nana	Giesbrecht, 1893	Animalia	Arthropoda	Copepoda	Cyclopoida	Oithonidae	Oithona		nana		1	1	1	0	Walter, T.C.; Boxshall, G. (2022). World of Copepods Database. Oithona nana Giesbrecht, 1893. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=106651 on 2022-10-01
Trithigmostoma cucullulus	427172	exact	urn:lsid:marinespecies.org:taxname:427172		Trithigmostoma cucullulus	Jankowski, 1967	Checked by Taxonomic Editor	accepted	427172	Trithigmostoma cucullulus	Jankowski, 1967	Chromista	Ciliophora	Phyllopharyngea	Chlamydodontida	Chilodonellidae	Trithigmostoma		cucullulus		1	0	0	0	Xu, K.; Agatha, S. & Dolan, J. (2022). World Ciliophora Database. Trithigmostoma cucullulus Jankowski, 1967. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=427172 on 2022-10-01
